"businessentityid","personname","emailaddress","phonenumber","totalpurchaseytd"
7914,"Levi Arun","levi6@adventure-works.com","1 (11) 500 555-0127","33.27000"
13403,"Xavier Coleman","xavier47@adventure-works.com","133-555-0143","32.99000"
7797,"Paige Bryant","paige17@adventure-works.com","368-555-0178","32.99000"
19932,"Kathryn Raji","kathryn19@adventure-works.com","1 (11) 500 555-0149","32.71000"
15898,"Johnathan Rana","johnathan13@adventure-works.com","1 (11) 500 555-0178","32.71000"
9407,"Madeline Collins","madeline2@adventure-works.com","622-555-0191","32.71000"
15531,"Charles Cook","charles69@adventure-works.com","755-555-0111","32.71000"
13336,"Julian Patterson","julian12@adventure-works.com","603-555-0169","32.71000"
12608,"Sarah Price","sarah25@adventure-works.com","180-555-0133","32.71000"
10425,"Morgan Hernandez","morgan15@adventure-works.com","379-555-0153","32.71000"
8245,"Dominic Sullivan","dominic13@adventure-works.com","1 (11) 500 555-0118","32.71000"
17338,"Alan Hu","alan24@adventure-works.com","723-555-0187","32.71000"
8357,"Darrell Chande","darrell4@adventure-works.com","455-555-0152","32.71000"
8471,"Tonya Raje","tonya13@adventure-works.com","1 (11) 500 555-0164","32.71000"
6801,"Caroline Russell","caroline21@adventure-works.com","424-555-0137","32.71000"
18109,"Christopher Taylor","christopher9@adventure-works.com","1 (11) 500 555-0194","32.71000"
7898,"Levi Chandra","levi1@adventure-works.com","990-555-0126","32.71000"
3210,"Hailey Bryant","hailey38@adventure-works.com","156-555-0195","32.71000"
16878,"Russell Black","russell23@adventure-works.com","1 (11) 500 555-0117","32.71000"
17896,"Dennis Wu","dennis8@adventure-works.com","724-555-0194","32.71000"
14527,"Mathew Navarro","mathew6@adventure-works.com","1 (11) 500 555-0125","32.71000"
10226,"Jenna Green","jenna14@adventure-works.com","961-555-0153","32.71000"
6533,"Ethan Lal","ethan25@adventure-works.com","569-555-0151","32.71000"
16411,"Tracy Deng","tracy3@adventure-works.com","1 (11) 500 555-0157","32.71000"
12900,"Jaclyn Chen","jaclyn2@adventure-works.com","1 (11) 500 555-0152","32.71000"
18950,"Kelvin Ma","kelvin34@adventure-works.com","1 (11) 500 555-0194","32.71000"
15742,"Samuel Collins","samuel33@adventure-works.com","385-555-0179","32.71000"
11837,"Victoria Lewis","victoria20@adventure-works.com","586-555-0191","32.71000"
11562,"Rohinton Wadia","rohinton1@adventure-works.com","792-555-0137","32.71000"
19577,"Holly Sai","holly7@adventure-works.com","1 (11) 500 555-0115","32.71000"
11750,"Olivia Brown","olivia4@adventure-works.com","414-555-0147","32.71000"
14697,"Alex Richardson","alex13@adventure-works.com","812-555-0128","32.69000"
14689,"Carlos Richardson","carlos11@adventure-works.com","599-555-0118","32.69000"
14514,"Richard Gray","richard87@adventure-works.com","500-555-0184","32.69000"
14893,"Isaiah Ward","isaiah11@adventure-works.com","1 (11) 500 555-0142","32.69000"
6042,"Hunter Powell","hunter5@adventure-works.com","516-555-0191","32.69000"
14423,"Lee Carlson","lee17@adventure-works.com","1 (11) 500 555-0146","32.69000"
14373,"Anne Torres","anne13@adventure-works.com","1 (11) 500 555-0132","32.69000"
6506,"Steve Li","steve7@adventure-works.com","1 (11) 500 555-0190","32.69000"
6557,"Ryan Hughes","ryan14@adventure-works.com","990-555-0120","32.69000"
5900,"Elijah Flores","elijah16@adventure-works.com","337-555-0173","32.69000"
6571,"Micah Ye","micah20@adventure-works.com","1 (11) 500 555-0126","32.69000"
6591,"Ryan Shan","ryan34@adventure-works.com","487-555-0198","32.69000"
14207,"Eduardo Kelly","eduardo69@adventure-works.com","834-555-0116","32.69000"
6712,"Benjamin Flores","benjamin13@adventure-works.com","1 (11) 500 555-0151","32.69000"
15535,"Pamela Malhotra","pamela8@adventure-works.com","761-555-0185","32.69000"
6737,"Benjamin Chen","benjamin27@adventure-works.com","515-555-0145","32.69000"
5664,"Darryl Zeng","darryl21@adventure-works.com","1 (11) 500 555-0189","32.69000"
6777,"Tyrone Gomez","tyrone0@adventure-works.com","365-555-0193","32.69000"
5626,"Connor Lal","connor24@adventure-works.com","816-555-0151","32.69000"
13692,"Wyatt Goldstein","wyatt67@adventure-works.com","612-555-0184","32.69000"
15921,"Jesse Perez","jesse27@adventure-works.com","1 (11) 500 555-0165","32.69000"
6998,"Julio Munoz","julio7@adventure-works.com","982-555-0119","32.69000"
16122,"Kristopher Sanchez","kristopher19@adventure-works.com","1 (11) 500 555-0159","32.69000"
7074,"Jaime Vazquez","jaime16@adventure-works.com","1 (11) 500 555-0163","32.69000"
5341,"Dale Rai","dale15@adventure-works.com","1 (11) 500 555-0163","32.69000"
5320,"Eric Lal","eric37@adventure-works.com","657-555-0175","32.69000"
5243,"Adam Hughes","adam9@adventure-works.com","1 (11) 500 555-0186","32.69000"
5189,"Jack Perry","jack8@adventure-works.com","123-555-0114","32.69000"
5156,"Jordan Simmons","jordan12@adventure-works.com","143-555-0141","32.69000"
16468,"Misty Shan","misty12@adventure-works.com","1 (11) 500 555-0153","32.69000"
13132,"Fernando Griffin","fernando62@adventure-works.com","459-555-0159","32.69000"
16641,"Evan Hill","evan38@adventure-works.com","721-555-0154","32.69000"
5000,"Suzanne Chen","suzanne3@adventure-works.com","570-555-0140","32.69000"
13018,"Robyn Alonso","robyn6@adventure-works.com","1 (11) 500 555-0134","32.69000"
4917,"Devin Brown","devin4@adventure-works.com","101-555-0122","32.69000"
12913,"Aidan Patterson","aidan11@adventure-works.com","307-555-0173","32.69000"
16821,"Sean Green","sean48@adventure-works.com","480-555-0114","32.69000"
4865,"Charles Garcia","charles20@adventure-works.com","1 (11) 500 555-0167","32.69000"
4820,"Bianca Hu","bianca17@adventure-works.com","609-555-0188","32.69000"
4808,"Lucas Walker","lucas37@adventure-works.com","174-555-0185","32.69000"
16986,"Ricardo Deng","ricardo1@adventure-works.com","1 (11) 500 555-0163","32.69000"
4743,"Trisha Xu","trisha7@adventure-works.com","1 (11) 500 555-0133","32.69000"
7510,"Isabelle Perry","isabelle7@adventure-works.com","225-555-0150","32.69000"
7532,"Isabelle Diaz","isabelle20@adventure-works.com","597-555-0171","32.69000"
17377,"Naomi Romero","naomi9@adventure-works.com","1 (11) 500 555-0177","32.69000"
12343,"Madison Martinez","madison18@adventure-works.com","100-555-0191","32.69000"
12266,"Colleen Lin","colleen8@adventure-works.com","993-555-0167","32.69000"
17554,"Cameron Walker","cameron41@adventure-works.com","964-555-0160","32.69000"
4345,"Devon Beck","devon17@adventure-works.com","1 (11) 500 555-0117","32.69000"
7798,"Paige Alexander","paige18@adventure-works.com","605-555-0133","32.69000"
12151,"Taylor Harris","taylor61@adventure-works.com","508-555-0146","32.69000"
12048,"Kelli Wang","kelli1@adventure-works.com","1 (11) 500 555-0167","32.69000"
17867,"Abby Madan","abby6@adventure-works.com","1 (11) 500 555-0171","32.69000"
7948,"Angela Brooks","angela27@adventure-works.com","142-555-0138","32.69000"
4040,"Jeremy Carter","jeremy13@adventure-works.com","809-555-0156","32.69000"
18173,"Randy Ma","randy18@adventure-works.com","1 (11) 500 555-0181","32.69000"
18262,"Christopher Lee","christopher22@adventure-works.com","129-555-0117","32.69000"
3664,"Anna Jenkins","anna31@adventure-works.com","1 (11) 500 555-0186","32.69000"
11355,"Christy Lu","christy10@adventure-works.com","1 (11) 500 555-0173","32.69000"
11275,"Ruben Gill","ruben37@adventure-works.com","1 (11) 500 555-0192","32.69000"
8369,"Ariana James","ariana7@adventure-works.com","695-555-0129","32.69000"
11101,"Jennifer Thompson","jennifer43@adventure-works.com","678-555-0173","32.69000"
19049,"Lauren Hughes","lauren59@adventure-works.com","478-555-0174","32.69000"
3339,"Toni Srini","toni8@adventure-works.com","574-555-0150","32.69000"
10983,"Joe Suri","joe4@adventure-works.com","1 (11) 500 555-0180","32.69000"
8574,"Michelle Howard","michelle12@adventure-works.com","665-555-0143","32.69000"
10863,"Stephanie Hall","stephanie67@adventure-works.com","612-555-0190","32.69000"
19386,"Shane Subram","shane16@adventure-works.com","1 (11) 500 555-0131","32.69000"
19510,"Brett Rana","brett10@adventure-works.com","1 (11) 500 555-0146","32.69000"
8898,"Savannah Rivera","savannah16@adventure-works.com","804-555-0112","32.69000"
19921,"Kathryn Raje","kathryn12@adventure-works.com","1 (11) 500 555-0181","32.69000"
10228,"Sierra Green","sierra13@adventure-works.com","317-555-0135","32.69000"
2792,"Alexandra Brooks","alexandra21@adventure-works.com","998-555-0187","32.69000"
10135,"Morgan Scott","morgan10@adventure-works.com","632-555-0118","32.69000"
10097,"Marie Alvarez","marie28@adventure-works.com","1 (11) 500 555-0115","32.69000"
2718,"Max Rubio","max19@adventure-works.com","1 (11) 500 555-0149","32.69000"
9247,"Drew Bhat","drew21@adventure-works.com","1 (11) 500 555-0131","32.69000"
20368,"Julia Ramirez","julia60@adventure-works.com","207-555-0114","32.69000"
9858,"Katelyn Gonzalez","katelyn31@adventure-works.com","454-555-0116","32.69000"
9342,"Haley Edwards","haley43@adventure-works.com","1 (11) 500 555-0161","32.69000"
9741,"Sierra Campbell","sierra6@adventure-works.com","177-555-0172","32.69000"
9673,"Amber Phillips","amber5@adventure-works.com","702-555-0117","32.69000"
9571,"Darrell Jai","darrell19@adventure-works.com","1 (11) 500 555-0157","32.69000"
1748,"Janet Sheperdigian","janet3@adventure-works.com","943-555-0100","32.69000"
4255,"Terrence Lal","terrence8@adventure-works.com","1 (11) 500 555-0168","32.68000"
13335,"Julian Long","julian11@adventure-works.com","1 (11) 500 555-0143","32.68000"
4936,"Martha Zeng","martha21@adventure-works.com","1 (11) 500 555-0117","32.68000"
18647,"Diana Jimenez","diana4@adventure-works.com","1 (11) 500 555-0152","32.68000"
16942,"Carl Tang","carl4@adventure-works.com","386-555-0142","32.68000"
6692,"Eddie Gill","eddie14@adventure-works.com","1 (11) 500 555-0132","32.68000"
11846,"Gerald Prasad","gerald39@adventure-works.com","1 (11) 500 555-0177","32.68000"
10859,"Sydney Hall","sydney87@adventure-works.com","1 (11) 500 555-0143","32.68000"
18654,"Diana Romero","diana8@adventure-works.com","1 (11) 500 555-0115","32.68000"
14294,"Joy Suarez","joy18@adventure-works.com","1 (11) 500 555-0115","32.68000"
16283,"Luke Gonzalez","luke40@adventure-works.com","1 (11) 500 555-0167","32.60000"
15707,"Carlos Edwards","carlos27@adventure-works.com","1 (11) 500 555-0181","32.59000"
9580,"Kristi Alvarez","kristi1@adventure-works.com","1 (11) 500 555-0111","32.50000"
4322,"Devon Jai","devon9@adventure-works.com","1 (11) 500 555-0173","32.48000"
3747,"Edward Parker","edward19@adventure-works.com","174-555-0127","32.48000"
14505,"Steven Gray","steven16@adventure-works.com","368-555-0133","32.48000"
17430,"Hunter Allen","hunter57@adventure-works.com","241-555-0129","32.48000"
15995,"Bobby Suri","bobby2@adventure-works.com","312-555-0136","32.48000"
11977,"Kayla Garcia","kayla17@adventure-works.com","545-555-0149","32.48000"
9465,"Michelle Stone","michelle23@adventure-works.com","611-555-0131","32.48000"
4336,"Seth Allen","seth24@adventure-works.com","198-555-0172","32.48000"
8957,"Catherine Cooper","catherine15@adventure-works.com","450-555-0149","32.48000"
10447,"Tabitha Gill","tabitha34@adventure-works.com","836-555-0136","32.48000"
9049,"Kaylee Rogers","kaylee16@adventure-works.com","461-555-0130","32.48000"
5680,"Jose Sharma","jose24@adventure-works.com","295-555-0132","32.48000"
4426,"Nina Xu","nina5@adventure-works.com","118-555-0189","32.48000"
9661,"Hailey Phillips","hailey48@adventure-works.com","765-555-0162","32.47000"
9699,"Andrea Phillips","andrea31@adventure-works.com","936-555-0114","32.47000"
14437,"Lawrence Jimenez","lawrence3@adventure-works.com","1 (11) 500 555-0119","32.47000"
14524,"Dalton Gray","dalton76@adventure-works.com","263-555-0144","32.30000"
8228,"Mackenzie Gray","mackenzie4@adventure-works.com","704-555-0119","32.21000"
18936,"Joseph White","joseph19@adventure-works.com","149-555-0116","32.04000"
19889,"Christine Nara","christine12@adventure-works.com","792-555-0139","32.04000"
10173,"Bailey Scott","bailey33@adventure-works.com","549-555-0199","32.04000"
7546,"Kelly Jenkins","kelly11@adventure-works.com","131-555-0124","32.04000"
7626,"Virginia Rodriguez","virginia22@adventure-works.com","1 (11) 500 555-0136","32.04000"
3296,"Gabrielle Morris","gabrielle1@adventure-works.com","458-555-0132","32.04000"
8289,"Geoffrey Madan","geoffrey7@adventure-works.com","1 (11) 500 555-0134","32.02000"
11205,"Morgan Hall","morgan45@adventure-works.com","417-555-0179","31.97000"
7266,"Miranda Wood","miranda2@adventure-works.com","273-555-0127","31.97000"
9370,"Katelyn Edwards","katelyn23@adventure-works.com","996-555-0190","31.97000"
7448,"Tammy Martinez","tammy18@adventure-works.com","1 (11) 500 555-0153","31.96000"
16604,"Nichole Sharma","nichole9@adventure-works.com","1 (11) 500 555-0141","31.69000"
6337,"Cameron Shan","cameron27@adventure-works.com","1 (11) 500 555-0138","31.69000"
7196,"Clarence Sharma","clarence24@adventure-works.com","1 (11) 500 555-0158","31.69000"
7883,"Melanie Watson","melanie11@adventure-works.com","286-555-0111","31.69000"
9865,"Rebekah Fernandez","rebekah15@adventure-works.com","1 (11) 500 555-0195","31.69000"
6015,"Audrey Alonso","audrey9@adventure-works.com","143-555-0118","31.69000"
5800,"Kevin Powell","kevin11@adventure-works.com","118-555-0173","31.69000"
10723,"Alexandra White","alexandra76@adventure-works.com","943-555-0147","31.69000"
14687,"Jeremy Cooper","jeremy38@adventure-works.com","869-555-0171","31.69000"
12810,"Rafael Zhao","rafael11@adventure-works.com","1 (11) 500 555-0146","31.69000"
3704,"Bonnie Andersen","bonnie19@adventure-works.com","1 (11) 500 555-0118","31.69000"
8242,"Dominic Rana","dominic11@adventure-works.com","1 (11) 500 555-0161","31.69000"
16516,"Kelsey Pal","kelsey12@adventure-works.com","1 (11) 500 555-0194","31.69000"
12832,"Rafael Cai","rafael21@adventure-works.com","1 (11) 500 555-0129","31.69000"
6355,"James Patterson","james26@adventure-works.com","596-555-0114","31.69000"
12879,"Rafael Chande","rafael39@adventure-works.com","1 (11) 500 555-0116","31.69000"
5511,"Jessie Yang","jessie10@adventure-works.com","1 (11) 500 555-0184","31.69000"
11961,"Kayla Taylor","kayla9@adventure-works.com","275-555-0165","31.69000"
6200,"Jose Perry","jose31@adventure-works.com","1 (11) 500 555-0115","31.69000"
20073,"Joel Malhotra","joel4@adventure-works.com","1 (11) 500 555-0113","31.69000"
14362,"Anne Jim̩nez","anne6@adventure-works.com","158-555-0176","31.69000"
6519,"Raquel Torres","raquel8@adventure-works.com","1 (11) 500 555-0123","31.69000"
17801,"Candice Zhou","candice14@adventure-works.com","1 (11) 500 555-0193","31.69000"
12742,"Juan Sanz","juan7@adventure-works.com","1 (11) 500 555-0196","31.69000"
19851,"Lindsay Becker","lindsay20@adventure-works.com","1 (11) 500 555-0141","31.69000"
20183,"George Suri","george6@adventure-works.com","1 (11) 500 555-0134","31.69000"
15100,"Jill Dominguez","jill20@adventure-works.com","1 (11) 500 555-0131","31.69000"
20184,"George Kapoor","george7@adventure-works.com","1 (11) 500 555-0189","31.69000"
12921,"Jaclyn Ye","jaclyn10@adventure-works.com","1 (11) 500 555-0153","31.69000"
13091,"Louis Lal","louis26@adventure-works.com","115-555-0161","31.69000"
20031,"Destiny Howard","destiny37@adventure-works.com","776-555-0156","31.69000"
10200,"Arturo Zeng","arturo24@adventure-works.com","1 (11) 500 555-0188","31.69000"
4103,"Miguel Walker","miguel23@adventure-works.com","679-555-0194","31.69000"
17496,"Valerie Lin","valerie9@adventure-works.com","1 (11) 500 555-0129","31.69000"
8560,"Allison Howard","allison10@adventure-works.com","548-555-0110","31.69000"
8007,"Arianna Kelly","arianna23@adventure-works.com","725-555-0128","31.69000"
3637,"Yolanda Pal","yolanda11@adventure-works.com","1 (11) 500 555-0110","31.69000"
4807,"Lucas Lee","lucas36@adventure-works.com","703-555-0179","31.69000"
13653,"Briana Gill","briana13@adventure-works.com","1 (11) 500 555-0170","31.69000"
7728,"Jerome Sanz","jerome19@adventure-works.com","1 (11) 500 555-0174","31.69000"
8613,"Tasha Tang","tasha4@adventure-works.com","1 (11) 500 555-0113","31.69000"
6315,"Cameron Alexander","cameron14@adventure-works.com","399-555-0196","31.69000"
13230,"Antonio Hayes","antonio23@adventure-works.com","959-555-0114","31.69000"
5660,"Jose Bryant","jose12@adventure-works.com","931-555-0117","31.69000"
5418,"Jason Yang","jason25@adventure-works.com","379-555-0177","31.69000"
4374,"Seth Collins","seth47@adventure-works.com","1 (11) 500 555-0185","31.69000"
7446,"Tammy Lopez","tammy17@adventure-works.com","161-555-0181","31.69000"
17499,"Naomi Blanco","naomi16@adventure-works.com","1 (11) 500 555-0194","31.69000"
8895,"Cassie Shan","cassie9@adventure-works.com","1 (11) 500 555-0181","31.69000"
6663,"David Patterson","david43@adventure-works.com","926-555-0172","31.69000"
17748,"Susan Huang","susan15@adventure-works.com","1 (11) 500 555-0123","31.69000"
2458,"Jamie Ma","jamie19@adventure-works.com","1 (11) 500 555-0142","31.69000"
10868,"Bruce Gutierrez","bruce32@adventure-works.com","1 (11) 500 555-0111","31.69000"
5715,"Glenn Zheng","glenn20@adventure-works.com","1 (11) 500 555-0148","31.69000"
4836,"Charles Smith","charles3@adventure-works.com","1 (11) 500 555-0195","31.69000"
8836,"Jada Bailey","jada7@adventure-works.com","486-555-0159","31.69000"
9138,"Shelby Reed","shelby20@adventure-works.com","833-555-0126","31.69000"
7147,"Angelica Powell","angelica8@adventure-works.com","330-555-0118","31.69000"
12800,"Rafael Lin","rafael8@adventure-works.com","1 (11) 500 555-0159","31.69000"
14156,"Marcus Brooks","marcus75@adventure-works.com","134-555-0197","31.69000"
19125,"Derrick Bradley","derrick14@adventure-works.com","1 (11) 500 555-0111","31.69000"
12001,"Alisha Yuan","alisha31@adventure-works.com","821-555-0195","31.69000"
7660,"Angela Long","angela12@adventure-works.com","308-555-0112","31.69000"
14250,"Cole Sanders","cole4@adventure-works.com","1 (11) 500 555-0116","31.69000"
5758,"Mandy Lu","mandy13@adventure-works.com","1 (11) 500 555-0170","31.69000"
14996,"Isaiah Bell","isaiah13@adventure-works.com","112-555-0176","31.69000"
3202,"Kaitlin Chapman","kaitlin2@adventure-works.com","830-555-0157","31.69000"
11602,"Anna Thompson","anna53@adventure-works.com","840-555-0155","31.69000"
10611,"Arturo Nara","arturo42@adventure-works.com","1 (11) 500 555-0173","31.69000"
17634,"James Garcia","james89@adventure-works.com","254-555-0158","31.69000"
8786,"Priscilla Sharma","priscilla9@adventure-works.com","1 (11) 500 555-0186","31.69000"
9225,"Drew Pal","drew13@adventure-works.com","1 (11) 500 555-0151","31.68000"
18988,"Veronica Raman","veronica13@adventure-works.com","1 (11) 500 555-0157","31.68000"
6782,"Tyrone Diaz","tyrone2@adventure-works.com","1 (11) 500 555-0152","31.68000"
13222,"Roger Zhang","roger5@adventure-works.com","1 (11) 500 555-0132","31.68000"
6384,"James Zhang","james39@adventure-works.com","1 (11) 500 555-0129","31.68000"
13914,"Theresa Serrano","theresa12@adventure-works.com","777-555-0162","31.63000"
10844,"Bruce Ruiz","bruce24@adventure-works.com","1 (11) 500 555-0193","31.59000"
11472,"Jenny Hu","jenny22@adventure-works.com","1 (11) 500 555-0180","31.59000"
9773,"Morgan Parker","morgan6@adventure-works.com","797-555-0113","31.58000"
2885,"Harold Garcia","harold12@adventure-works.com","1 (11) 500 555-0118","31.48000"
9634,"Ebony Arun","ebony6@adventure-works.com","1 (11) 500 555-0141","31.46000"
10946,"Gabriella Allen","gabriella46@adventure-works.com","189-555-0124","31.24000"
4935,"Devin Martin","devin13@adventure-works.com","735-555-0197","31.01000"
9367,"Jan Edwards","jan11@adventure-works.com","111-555-0118","31.01000"
15668,"Samuel Edwards","samuel32@adventure-works.com","695-555-0151","31.00000"
6269,"Austin Griffin","austin17@adventure-works.com","372-555-0193","31.00000"
9703,"Jennifer Campbell","jennifer9@adventure-works.com","537-555-0144","31.00000"
13252,"Carson Patterson","carson9@adventure-works.com","840-555-0139","31.00000"
14369,"Richard Torres","richard85@adventure-works.com","647-555-0134","31.00000"
13887,"Theresa Hernandez","theresa0@adventure-works.com","783-555-0197","31.00000"
4475,"Dalton Thompson","dalton14@adventure-works.com","644-555-0185","31.00000"
7191,"Brittany Patterson","brittany9@adventure-works.com","662-555-0186","31.00000"
14868,"Adrian Howard","adrian13@adventure-works.com","341-555-0183","31.00000"
8681,"Sheena Shan","sheena8@adventure-works.com","1 (11) 500 555-0143","31.00000"
6676,"Eddie Munoz","eddie7@adventure-works.com","806-555-0179","31.00000"
3702,"Bonnie Pal","bonnie18@adventure-works.com","134-555-0141","31.00000"
18239,"Austin White","austin48@adventure-works.com","389-555-0198","31.00000"
13083,"Madison Long","madison45@adventure-works.com","705-555-0113","31.00000"
12447,"Ashley Lewis","ashley22@adventure-works.com","690-555-0133","31.00000"
14077,"Melinda Vazquez","melinda10@adventure-works.com","1 (11) 500 555-0131","30.99000"
9417,"Brad Nath","brad19@adventure-works.com","1 (11) 500 555-0154","30.99000"
15634,"Adam Evans","adam30@adventure-works.com","1 (11) 500 555-0125","30.99000"
17401,"Karen Lin","karen17@adventure-works.com","1 (11) 500 555-0123","30.99000"
9332,"Katherine Edwards","katherine50@adventure-works.com","1 (11) 500 555-0172","30.99000"
11573,"Damien Tang","damien21@adventure-works.com","182-555-0198","30.99000"
12632,"Clayton Tang","clayton24@adventure-works.com","1 (11) 500 555-0187","30.99000"
7923,"Ariana Brooks","ariana1@adventure-works.com","1 (11) 500 555-0143","30.99000"
12122,"Warren Ma","warren30@adventure-works.com","1 (11) 500 555-0165","30.99000"
13297,"Gavin Patterson","gavin10@adventure-works.com","1 (11) 500 555-0173","30.99000"
19911,"Nicole Richardson","nicole36@adventure-works.com","302-555-0112","30.99000"
11861,"Tamara Lu","tamara1@adventure-works.com","1 (11) 500 555-0138","30.99000"
17074,"Johnny Goel","johnny21@adventure-works.com","1 (11) 500 555-0155","30.99000"
15599,"Ricky Torres","ricky12@adventure-works.com","1 (11) 500 555-0145","30.99000"
6795,"Tyrone Munoz","tyrone7@adventure-works.com","1 (11) 500 555-0122","30.99000"
3374,"Haley Morris","haley2@adventure-works.com","172-555-0197","30.99000"
18542,"Dylan Lewis","dylan51@adventure-works.com","1 (11) 500 555-0177","30.99000"
8765,"Priscilla She","priscilla0@adventure-works.com","1 (11) 500 555-0132","30.99000"
18540,"Tyler Davis","tyler10@adventure-works.com","173-555-0136","30.99000"
4641,"Marcus Hall","marcus25@adventure-works.com","1 (11) 500 555-0145","30.99000"
4298,"Alvin Wang","alvin2@adventure-works.com","1 (11) 500 555-0112","30.99000"
14338,"Kristy Vazquez","kristy13@adventure-works.com","1 (11) 500 555-0192","30.99000"
13225,"Roger Chen","roger7@adventure-works.com","1 (11) 500 555-0112","30.99000"
16766,"Candice He","candice2@adventure-works.com","1 (11) 500 555-0114","30.99000"
20018,"Tara Black","tara21@adventure-works.com","1 (11) 500 555-0116","30.99000"
18223,"John Johnson","john38@adventure-works.com","1 (11) 500 555-0123","30.99000"
13199,"Edwin Raje","edwin36@adventure-works.com","1 (11) 500 555-0169","30.99000"
12784,"Rafael Wang","rafael1@adventure-works.com","1 (11) 500 555-0117","30.99000"
4573,"Richard Hill","richard24@adventure-works.com","1 (11) 500 555-0118","30.99000"
19719,"Kristina Perez","kristina20@adventure-works.com","1 (11) 500 555-0176","30.99000"
7209,"Brittany Bryant","brittany16@adventure-works.com","145-555-0142","30.99000"
11152,"Damien Shen","damien19@adventure-works.com","1 (11) 500 555-0116","30.99000"
8743,"Cristina Chande","cristina13@adventure-works.com","1 (11) 500 555-0194","30.99000"
8549,"Sharon Anand","sharon27@adventure-works.com","1 (11) 500 555-0162","30.99000"
14144,"Louis Wang","louis39@adventure-works.com","1 (11) 500 555-0142","30.99000"
8880,"Melissa Bailey","melissa38@adventure-works.com","1 (11) 500 555-0197","30.98000"
11209,"Isabella Williams","isabella59@adventure-works.com","543-555-0167","30.93000"
9438,"Mackenzie Stewart","mackenzie25@adventure-works.com","577-555-0117","30.93000"
8092,"Mariah Hughes","mariah16@adventure-works.com","983-555-0129","30.93000"
2621,"Kenneth Nara","kenneth13@adventure-works.com","1 (11) 500 555-0110","30.93000"
8873,"Angela Bailey","angela42@adventure-works.com","326-555-0119","30.93000"
17184,"Tony Shan","tony13@adventure-works.com","1 (11) 500 555-0139","30.68000"
15698,"Marc Navarro","marc14@adventure-works.com","1 (11) 500 555-0116","30.68000"
19573,"Emma Gonzales","emma63@adventure-works.com","1 (11) 500 555-0170","30.59000"
2745,"Andy Dominguez","andy17@adventure-works.com","1 (11) 500 555-0170","30.58000"
15509,"Rachael Raman","rachael12@adventure-works.com","1 (11) 500 555-0195","30.49000"
13027,"Hannah Ross","hannah27@adventure-works.com","561-555-0115","30.49000"
14284,"Devin Wood","devin68@adventure-works.com","364-555-0114","30.49000"
12524,"Samantha Coleman","samantha31@adventure-works.com","699-555-0186","30.49000"
16205,"Tina Subram","tina14@adventure-works.com","1 (11) 500 555-0139","30.48000"
4885,"Charles King","charles31@adventure-works.com","620-555-0169","30.48000"
10302,"Gabriella Adams","gabriella39@adventure-works.com","892-555-0196","30.31000"
9445,"Jaime Luo","jaime29@adventure-works.com","699-555-0112","30.31000"
18281,"William Martinez","william12@adventure-works.com","142-555-0130","30.31000"
7418,"Vanessa Gonzales","vanessa18@adventure-works.com","567-555-0193","30.31000"
7928,"Brooke Brooks","brooke1@adventure-works.com","496-555-0117","30.31000"
19850,"Lindsay Goel","lindsay19@adventure-works.com","1 (11) 500 555-0113","30.31000"
14887,"Dalton Howard","dalton82@adventure-works.com","635-555-0176","30.31000"
12121,"Jessica Hall","jessica72@adventure-works.com","812-555-0126","30.31000"
3630,"Anna Rivera","anna12@adventure-works.com","713-555-0187","30.31000"
14023,"Joy Moyer","joy8@adventure-works.com","1 (11) 500 555-0170","30.31000"
4961,"Devin King","devin25@adventure-works.com","696-555-0147","30.31000"
11701,"Megan Lewis","megan24@adventure-works.com","153-555-0192","30.31000"
9749,"Jada Campbell","jada19@adventure-works.com","293-555-0112","30.31000"
3254,"Maria Sanders","maria22@adventure-works.com","561-555-0118","30.31000"
11386,"Christy Xie","christy22@adventure-works.com","405-555-0138","30.31000"
3859,"Fernando Martin","fernando13@adventure-works.com","327-555-0191","30.31000"
15038,"Devin Bell","devin81@adventure-works.com","1 (11) 500 555-0153","30.31000"
9340,"Brendan Lal","brendan7@adventure-works.com","660-555-0111","30.31000"
7864,"Christina Watson","christina0@adventure-works.com","757-555-0167","30.31000"
4927,"Devin Thomas","devin9@adventure-works.com","671-555-0138","30.31000"
19019,"Lauren Sanders","lauren46@adventure-works.com","122-555-0115","30.31000"
14611,"Clinton Jim̩nez","clinton2@adventure-works.com","1 (11) 500 555-0151","30.31000"
19551,"Emma Long","emma55@adventure-works.com","299-555-0163","30.31000"
18309,"Alexander Martinez","alexander21@adventure-works.com","547-555-0197","30.31000"
8107,"Edgar Suri","edgar0@adventure-works.com","370-555-0153","30.31000"
15711,"Diane Ramos","diane22@adventure-works.com","1 (11) 500 555-0148","30.31000"
6497,"Ethan Patterson","ethan7@adventure-works.com","809-555-0110","30.31000"
15589,"Isaac Parker","isaac22@adventure-works.com","762-555-0149","30.31000"
5111,"Luke Bryant","luke7@adventure-works.com","172-555-0143","30.31000"
16493,"Kelsey She","kelsey0@adventure-works.com","371-555-0137","30.31000"
11047,"Julia Moore","julia30@adventure-works.com","730-555-0181","30.31000"
12428,"Ashley White","ashley13@adventure-works.com","1 (11) 500 555-0132","30.01000"
13483,"Dalton Diaz","dalton67@adventure-works.com","994-555-0158","30.01000"
13751,"Eduardo Foster","eduardo60@adventure-works.com","522-555-0169","30.01000"
